Domain Code,Domain,Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3303","Protein apparent intake","6123A","Average","g/cap/d","55.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","54.9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3303","Protein apparent intake","61232","Confidence interval: Upper bound","g/cap/d","55.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3304","Fat apparent intake","6123A","Average","g/cap/d","53.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","53.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","54.4","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","329.4","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","327.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","331.5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","41","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3306","Dietary Fibre apparent intake","61231","Confidence interval: Lower bound","g/cap/d","40.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3306","Dietary Fibre apparent intake","61232","Confidence interval: Upper bound","g/cap/d","41.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3307","Calcium apparent intake","6209A","Average","mg/cap/d","549","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","540","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","557","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3308","Iron apparent intake","6209A","Average","mg/cap/d","16.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","16.4","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","16.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3312","Zinc apparent intake","6209A","Average","mg/cap/d","10.72","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","10.61","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","10.83","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","491","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","486","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","497","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","1320","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","1306","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","1334","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3311","Potassium apparent intake","6209A","Average","mg/cap/d","2683","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","2653","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","2714","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","1.41","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3314","Thiamin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","1.4","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3314","Thiamin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","1.43","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0.99","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.98","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","1.72","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG0","All food groups","3316","Vitamin B6 apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","1.7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
